Sr. No.,News Items,Label
324,"چین کے حوالے سے ایک پردہ پوشی میں، وزیر نے کہا، اگر کوئی ملک توسیع پسند ہے، اور ہندوستان کی سرزمین پر قبضہ کرنے کی کوشش کرتا ہے، اسے چھیننے کی کوشش کرتا ہے، تو ہندوستان کے پاس اتنی طاقت اور صلاحیت ہے کہ وہ اپنی زمین کسی کے ہاتھ میں نہیں جانے دے گا۔",TRUE
325,"ولیمسن نے پاکستان کے خلاف ڈرامائی جیت کے بعد ڈبلیو ٹی سی فائنل میں جگہ کو ""گاجر"" سے تشبیہ دی۔ وضاحت: پاکستان کے خلاف نیوزی لینڈ کی سنسنی خیز ٹیسٹ جیت کا ہندوستان پر کیا اثر پڑتا ہے۔",TRUE
326,نیوزی لینڈ نے بدھ کو یہاں پہلے ٹیسٹ میں پاکستان کو 101 رنز سے شکست دے کر آئی سی سی ورلڈ ٹیسٹ چیمپئن شپ کے فائنل میں پہنچنے کی اپنی امیدوں کو بڑھا دیا ہے۔ ,TRUE
327,اسٹار آل راؤنڈر محمد حفیظ نے بدھ کو نیوزی لینڈ کے خلاف پہلے ٹیسٹ کے آخری دن پاکستان کی لچک کو سراہا۔ فواد عالم کی دوسری ٹیسٹ سنچری اور محمد رضوان کی پانچویں ٹیسٹ نصف سنچری رائیگاں گئی کیونکہ نیوزی لینڈ نے پاکستان کو 101 رنز سے شکست دے دی۔,TRUE
328,"ہندوستانی اور چینی افواج 2,100 میل لمبی لائن آف ایکچوئل کنٹرول کے ساتھ تعطل کا شکار ہیں جب سے موسم گرما میں مہلک جھڑپوں میں کم از کم 20 فوجیوں کی جانیں گئیں۔",TRUE
329,"مسلح ڈرونز کے استعمال سے لے کر سوشل میڈیا بلیک آؤٹ تک، گزشتہ سال جنگ کے لیے پہلا سال رہا ہے۔",TRUE
330,"نیوزی لینڈ کے 1-اوپر جانے پر فواد-رضوان کا سخت موقف بیکار رہا۔ ٹم ساؤتھی، سپورٹ ایکٹ جو نیوزی لینڈ کے اب تک کے بہترین حملے کے سامنے اور مرکز ہے۔",TRUE
331,"نیوزی لینڈ بمقابلہ پاکستان پہلا ٹیسٹ رپورٹ: نیوزی لینڈ نے پاکستان کو 101 رنز سے شکست دے کر دو میچوں کی سیریز میں 1-0 کی برتری حاصل کر لی۔ پاکستانی بلے بازوں نے مزاحمت کا مظاہرہ کرنے کے بعد، خاص طور پر فواد عالم، جنہوں نے شاندار 102 رنز بنائے، نیوزی لینڈ نے کھیل میں واپسی کی",TRUE
332,"بیرونی مداخلت: راج ناتھ سنگھ ایل اے سی تعطل پر چین کے ساتھ بات چیت کا کوئی بامعنی نتیجہ نہیں نکلا، جمود برقرار ہے: راج ناتھ سنگھ۔",TRUE
333,قائم مقام اٹارنی جنرل جیفری اے روزن نے مندرجہ ذیل بیان جاری کیا ہے:ہم سمجھتے ہیں کہ پاکستانی حکام اس بات کو یقینی بنانے کے لیے اقدامات کر رہے ہیں کہ عمر شیخ کو حراست میں رکھا جائے جب کہ سپریم کورٹ میں ان کی سزا کو بحال کرنے کی اپیل جاری ہے,TRUE
334,"جنوبی وزیرستان، پاکستان سے تعلق رکھنے والا یہ طالب علم، جو پہلے ایشیائی اور پاکستانی ہائیڈرو ڈپنگ یوٹیوبر کے طور پر جانا جاتا ہے، یہ ظاہر کرتا ہے کہ کس طرح منفرد ٹرینرز تیار کیے جاتے ہیں۔ 24 ستمبر کو ان کے گھر پر فلمایا گیا اس کلپ میں دکھایا گیا ہے کہ زبیر علی اپنی جوڑی Nike Ai کو حسب ضرورت بنا رہے ہیں…",TRUE
335,امریکہ نے بدھ کو خبردار کیا کہ وہ کسی پاکستانی کو اجازت نہیں دے گا جسے 2002 میں امریکی صحافی ڈینیئل پرل کے قتل میں سزا سنائی گئی تھی اور بعد میں بری کر دیا گیا تھا۔,TRUE
336,"اس ہفتےانٹیلی جنس معاملات کے پوڈ کاسٹ پر، مائیک موریل مارک پولیمیروپولوس کے ساتھ اس دن کے بارے میں بات کر رہے ہیں جب 2009 میں سات فوجیوں کو خودکش بمبار نے ہلاک کر دیا تھا۔",TRUE
337,پاکستان کی بنیاد پرست اسلام پسند پارٹی کے ارکان کی قیادت میں ایک ہجوم نے بدھ کے روز ایک انتہائی قدامت پسند شمال مغربی علاقے میں ایک ہندو مندر کو آگ لگانے کے بعد منہدم کر دیا۔,TRUE
338,"ریاست ہائے متحدہ کی حکومت کا COVID-19 پالیسی کا ردعمل ہر موڑ پر فضول خرچی، دھوکہ دہی اور غلط استعمال سے بھرپور ثابت ہوا ہے۔ پاکستان میں صنفی پروگراموں کے لیے 10 ملین ڈالر سے لے کر کووڈ ریلیف بل سے جوڑا جا رہا ہے",TRUE
339,محققین نے فیس بک اشتہارات اور گٹ ہب صفحات کا استحصال کرنے والی ایک بہت بڑی فشنگ مہم کا انکشاف کیا ہے۔ ان چالوں کے ذریعے حملہ آوروں نے 615000 سے زائد صارفین کو نشانہ بنایا جو ان کے اکاؤنٹس کی اسناد چرا رہے تھے۔ فیس بک اشتہارات فشنگ مہم۔ نیپالی سائب کے محققین,TRUE
340,میں اپنی ساس کا شکریہ ادا کرنا چاہوں گا کہ انہوں نے ہمیں بمبئی ریسٹورنٹ سے متعارف کرایا۔,TRUE
341,"یکم فروری کو، دہلی کے شاہین باغ علاقے میں ایک شخص کو بندوق کی نشانی اور ہوا میں تین راؤنڈ گولیاں چلانے کے الزام میں گرفتار کیا گیا، جہاں سیکڑوں مسلم خواتین متنازعہ شہریت ترمیمی قانون (سی اے اے) کے خلاف احتجاج کر رہی تھیں۔",TRUE
342,دنیا کی پچانوے فیصد ہیروئن ان دو خطوں میں تیار ہوتی ہے۔ ہیروئن کو میانمار اور پاکستان افغانستان کی طرف سے ملک میں دھکیلا جا رہا ہے. پورا شمال مشرقی اور شمال مغرب بری طرح متاثر ہے۔ ,TRUE
343,"پاک ثالثی قانون ایک آن لائن نالج شیئرنگ پلیٹ فارم کے طور پر قائم کیا گیا ہے، جس کا مقصد صرف اور صرف پاکستان میں ثالثی کی تفہیم اور آگاہی کو فروغ دینا ہے۔",TRUE
344,سال 2020 ہندوستان کو کئی سالوں میں سب سے سنگین اقتصادی اور سلامتی کے مسائل لے کر آیا۔ COVID-19 وبائی مرض نے ملک کو کساد بازاری میں دھکیل دیا۔ اور ہمالیہ کی سرحدوں پر چین کے ساتھ فوجی تنازعہ نے اپنے طاقتور پڑوسی کے ساتھ تعلقات کو مزید خراب کر دیا۔,TRUE
345,انڈین ایکسپریس نے اس ہفتے کے اوائل میں اطلاع دی تھی کہ قبر کے سفید سنگ مرمر کے غلاف پر رسم الخط کا ایک اہم حصہ ٹوٹ گیا ہے۔,TRUE
346,"پاکستانی پولیس نے ایک ہندو مندر کو آگ لگانے کے بعد راتوں رات چھاپوں میں 24 افراد کو گرفتار کیا اور ایک ہجوم نے جس کی قیادت ایک بنیاد پرست اسلام پسند جماعت کے حامیوں کی قیادت میں کر دی، حکام نے جمعرات کو بتایا۔",TRUE
347,"پانچ ملزموں کی شناخت پنجاب سے گورجیت سنگھ اور سکھیپ سنگھ کے نام سے ہوئی ہے ، اور شابیر احمد گوجری ، ایم ڈی ایوب پٹھان اور ریاض کو کشمیر سے بلکہ 7 دسمبر کو گرفتار کیا گیا تھا اور وہ مبینہ طور پر دارالحکومت اور ہمسے میں ہدف بنائے جانے والے ہلاکتوں کو پھانسی دینے کے لئے کام کر رہے تھے…",TRUE
348,"منیاپولس میں پولیس نے بدھ کی رات شہر کے جنوب کی جانب ٹریفک اسٹاپ کے دوران ایک شخص کو گولی مار کر ہلاک کر دیا، جس کے بعد نئے مظاہروں کے بارے میں بے چینی پھیل گئی",TRUE
349,بدھ کے روز شمال مغربی پاکستان میں ایک ہندو مندر پر حملے کے سلسلے میں پاکستانی پولیس نے 30 سے ​​زائد افراد کو گرفتار کیا۔,TRUE
350,بیلتھنگڈی پولیس نے جمعرات کو سوشل ڈیموکریٹک پارٹی آف انڈیا (ایس ڈی پی آئی) کے 15 کارکنوں کے خلاف پاکستان کے حق میں نعرے لگانے پر ملک سے غداری کا مقدمہ درج کرنے کے سلسلے میں تین افراد کو گرفتار کیا ہے۔,TRUE
351,پرتشدد واقعات میں پانچ افراد ہلاک اور تقریباً 14 زخمی ہو گئے جن میں سی نارائنا سوامی نائیڈو کی قیادت میں تملگا ویواسائیگل سنگم کی طرف سے بلائے گئے ایک روزہ بینڈ کو نشان زد کیا گیا۔,TRUE
352,حافظ طاہر اشرفی کا کہنا ہے کہ حملے میں ملوث عناصر نے اسلام اور پاکستان کے امیج کو نقصان پہنچایا ہے۔,TRUE
353,"پاکستان سپریم کورٹ نے مندر کے انہدام کا ازخود نوٹس لے لیا۔ پاکستان نے ہندو مندر کو مسمار کرنے کے الزام میں 14 افراد کو گرفتار کر لیا۔ مشتعل ہجوم کے حملے، شمال مغربی پاکستان میں مندر کو منہدم کر دیا گیا",TRUE
354,ایل این جی کے تاجر ایک سال کے بعد 2021 میں تیزی سے مانگ کی بحالی کی توقع کرتے ہیں جس میں کورونا وائرس وبائی امراض نے قیمتوں میں ڈرامائی تبدیلی کا اشارہ کیا۔,TRUE
355,جموں: پاکستان کے زیر قبضہ کشمیر (پی او کے) سے تعلق رکھنے والے ایک نابالغ لڑکے کو جموں و کشمیر پولیس کے اسپیشل آپریشن گروپ (ایس او جی) نے پونچھ ضلع میں گرفتار کیا ہے۔,TRUE
356,"جیسے ہی ہندوستان سلامتی کونسل میں اپنی نشست سنبھالتا ہے، مستقل نمائندہ ٹی ایس۔ ترومورتی کا کہنا ہے کہ دہلی کو دہشت گردی کے خلاف جنگ کو کمزور کرنے کی کوششوں سے بچنا چاہیے۔",TRUE
357,سری نگر: لائن آف کنٹرول کے اس پار سے پاکستانی فوجیوں کی گولہ باری اور فائرنگ سے پانچ رہائشی مکانات اور ایک مسجد کو جزوی نقصان پہنچا۔,TRUE
358,اس کا کہنا ہے کہ اپنی کم ہوتی ہوئی صلاحیتوں کی تلافی کے لیے حکمت عملی میں تبدیلی کریں۔,TRUE
359,حکام نے جمعرات کو بتایا کہ پاکستانی فوجیوں نے جموں اور کشمیر کے کپواڑہ اور راجوری اضلاع میں لائن آف کنٹرول (ایل او سی) کے ساتھ جنگ بندی معاہدے کی بلا اشتعال خلاف ورزی کرتے ہوئے گولہ باری اور مارٹر گولے داغے۔,TRUE
360,"اقتصادی بدحالی، تازہ قرضوں پر آئی ایم ایف کے بیل آؤٹ پروگرام کی پابندیوں، کووِڈ 19 کی وبا کے پھیلنے کی وجہ سے مبینہ طور پر سی پیک پر پیش رفت سست پڑ گئی ہے۔ بیجنگ بھی نوکر شاہی کی عدم دلچسپی کی وجہ سے نئے منصوبے شروع کرنے میں ہچکچاہٹ کا شکار نظر آتا ہے",TRUE
361,پاکستانی مسلمانوں نے بدھ کو شمال مغربی پاکستان میں ایک ہندو مندر کو تباہ کر دیا۔,TRUE
362,ہندوستان اس طرح سالٹورو رینج پر قبضہ کرنے کی پاکستانی کوشش کو پہلے سے خالی کرنے میں کامیاب رہا. سابق آرمی چیف جنرل وی پی ملک,TRUE
363,"کرنل نریندر 'بیل' کمار، جنہوں نے سیاچن گلیشیئر میں ہندوستان کے داخلے کی راہ ہموار کرکے ہمارے ملک کی سلامتی میں اہم کردار ادا کیا، جمعرات کو انتقال کر گئے",TRUE
364,"اہلکار نے کہا، ""پاکستان نے کل شام کو ٹنگدھر سیکٹر، کپواڑہ میں ایل او سی کے ساتھ مارٹر اور دیگر ہتھیاروں سے فائرنگ کرکے بلا اشتعال جنگ بندی کی خلاف ورزی کا آغاز کیا۔""",TRUE
365,سری نگر میں ایک فوجی اہلکار نے بتایا کہ کپواڑہ کے تنگدھار سیکٹر میں پاکستانی فوجیوں نے خاص طور پر سرحدی دیہات میں مساجد اور مکانات کو نشانہ بنایا۔,TRUE
366,سری نگر / جموں: پاکستانی فوجیوں نے لائن آف کنٹرول (ایل او سی) کے ساتھ جنگ بندی معاہدے کی بلا اشتعال خلاف ورزی کرتے ہوئے فائرنگ اور مارٹر گولے داغے۔,TRUE
367,پاکستان کے خیبرپختونخواہ کے علاقے تیری گاؤں میں سینکڑوں لوگوں نے نعرے لگاتے ہوئے مندر پر حملہ کر دیا۔,TRUE
368,"وائرل ہونے والی ایک ویڈیو میں، سوشل ڈیموکریٹک پارٹی آف انڈیا کے چند ارکان نے مبینہ طور پر بیلتھنگڈی، جنوبی کنڑ ضلع میں ووٹوں کی گنتی کے ایک مرکز کے باہر پاکستانی زندہ باد کے نعرے لگائے۔",TRUE
369,یہ حملہ اس وقت ہوا جب ہندو برادری کے ارکان نے مقامی حکام سے مندر کی تزئین و آرائش کی اجازت حاصل کی۔,TRUE
370,"سائبر کرائم کے خلاف جنگ میں غالب آنے کے لیے، کمپنیوں کو یہ سمجھنا چاہیے کہ ان پر کیسے حملہ کیا جا رہا ہے۔ ",TRUE
371,پاکستانی پولیس کا کہنا ہے کہ انہوں نے ایک انتہا پسند اسلام پسند جماعت کے حامیوں کی قیادت میں ایک ہجوم کی طرف سے ایک ہندو مندر کو آگ لگانے اور اسے مسمار کرنے کے بعد راتوں رات چھاپوں میں 14 افراد کو گرفتار کیا ہے۔,TRUE
372,پاکستان نے صحت کی دیکھ بھال کرنے والے کارکنوں کے ہنگامی استعمال کے لیے چینی سرکاری کمپنی سائنو فارم سے کووِڈ 19 ویکسین کی پری بکنگ کرنے کا فیصلہ کیا ہے۔,TRUE
373,"اسلام آباد، 31 دسمبر (شنہوا) -- پاکستان نے چینی سٹیٹ سے COVID-19 ویکسین کی پری بکنگ کا فیصلہ کیا ہے",TRUE
374,گزشتہ 12 مہینوں میں COVID-19 وبائی مرض نے ہماری کوریج کو متاثر کیا کیونکہ ہم نے لوگوں کو درپیش چیلنجوں اور پورے خطے میں کورونا وائرس کے خلاف جنگ کو اجاگر کیا۔,TRUE
375,سپر ماڈل گیگی حدید کا شمار انسٹاگرام پر دنیا کے سب سے زیادہ فالو کیے جانے والے لوگوں میں ہوتا ہے جس کی ایک تصویر کی تازہ ترین سٹوری پوسٹ ہے جس میں ان کی پینٹری میں ایک شان مسالہ باکس دکھایا گیا ہے جس میں پاکستانیوں کا دل جیت لیا گیا ہے۔,TRUE
376,"ایک پاکستانی خاتون جو تین دہائیاں قبل ہندوستان آئی تھی اور کبھی واپس اپنے ملک نہیں گئی تھی، کو اس سال کے شروع میں اتر پردیش کے ضلع ایٹا میں عبوری گاؤں کی سربراہ بنا دیا گیا تھا۔ اس خاتون کی شناخت بانو بیگم کے نام سے ہوئی، جو کراچی، پاکستان کی رہائشی تھی۔",TRUE
377,پاکستان نے ہندو مندر کو مسمار کرنے کے الزام میں 14 افراد کو گرفتار کر لیا۔ پاکستان کے صوبہ خیبرپختونخوا میں ہندو مندر کو مسمار کر دیا گیا۔ پاکستان میں ہجوم نے ہندو مندر کو نذر آتش کر دیا۔,TRUE
378,"پاکستان چین کے سائنو فارم سے 1.2 ملین COVID-19 ویکسین کی خوراکیں خریدے گا، ایک وزیر نے جمعرات کو کہا، جنوبی ایشیائی ملک کی جانب سے ویکسین کی خریداری کی پہلی باضابطہ تصدیق کیونکہ یہ انفیکشن کی دوسری لہر سے لڑ رہا ہے۔",TRUE
379,"چین نے جمعرات کے روز ریاستی حمایت یافتہ دواسازی کی دیو سائنو فارم کے ایک الحاق کی طرف سے تیار کردہ ایک COVID-19 ویکسین کی منظوری دے دی، عام عوامی استعمال کے لیے اس کی پہلی منظور شدہ شاٹ۔ پاکستان نے اس ماہ کے شروع میں COVID-19 کی ویکسین خریدنے کے لیے 150 ملین ڈالر کی فنڈنگ کی منظوری دی تھی،…",TRUE
380,حکام نے جمعرات کو بتایا کہ پاکستانی پولیس نے ایک ہندو مندر کو آگ لگانے اور ایک انتہا پسند اسلام پسند جماعت کے حامیوں کی قیادت میں ایک ہجوم کے ذریعہ منہدم کرنے کے بعد راتوں رات چھاپوں میں 14 افراد کو گرفتار کیا۔,TRUE
381,دہلی پولیس کے اسپیشل سیل نے مبینہ خالصتانی دہشت گرد سکھمیت پال سنگھ عرف بھکریوال کو دبئی سے ملک بدری کے بعد گرفتار کیا ہے۔,TRUE
382,"بانو بیگم کو گاؤں کی پنچایت کی رکن کے طور پر منتخب کیا گیا تھا اور بعد میں، گاؤں کے سربراہ کی موت کے بعد انہیں گاؤں کا پردھان بنا دیا گیا تھا۔ ضلع انتظامیہ کی جانب سے ان کے خلاف شکایت کی تحقیقات شروع کرنے کے بعد گزشتہ ہفتے اس نے عہدے سے استعفیٰ دے دیا تھا۔",TRUE
383,"پاکستان چین کے سائنو فارم سے 1.2 ملین COVID-19 ویکسین کی خوراکیں خریدے گا، ایک وزیر نے جمعرات کو کہا، جنوبی ایشیائی ملک کی جانب سے ویکسین کی خریداری کی پہلی باضابطہ تصدیق کیونکہ یہ انفیکشن کی دوسری لہر سے لڑ رہا ہے۔",TRUE
384,"اسلام آباد: پاکستان چین کے سائنو فارم سے 1.2 ملین COVID-19 ویکسین کی خوراک خریدے گا، ایک وزیر نے جمعرات (31 دسمبر) کو کہا۔کابینہ کمیٹی نے ابتدائی طور پر چینی کمپنی سائنو فارم سے ویکسین کی 1.2 ملین خوراکیں خریدنے کا فیصلہ کیا ہے",TRUE
385,جمعرات کو ایک وزیر نے کہا کہ پاکستان چین کے سائنو فارم سے 1.2 ملین COVID-19 ویکسین کی خوراک خریدے گا۔,TRUE
386,"اسلام آباد (رائٹرز) – پاکستان چین کے سائنو فارم سے 1.2 ملین COVID-19 ویکسین کی خوراکیں خریدے گا، ایک وزیر نے جمعرات کو کہا",TRUE
387,"’پنجاب (مائی مدر لینڈ)‘ کے عنوان سے بھارتی گانا سدھو موسی والا نے ریلیز کیا ہے، جو اپنے گانوں میں بندوق اور تشدد کو فروغ دینے کے لیے مشہور گلوکار ہیں۔ تین دن پہلے ریلیز ہونے والے اس گانے کو 60 لاکھ بار دیکھا جا چکا ہے۔",TRUE
388,شمال مغربی پاکستان میں ایک ہجوم نے ایک تاریخی ہندو مندر پر حملہ کر کے اسے آگ لگا دی۔ مقامی حکام نے اس واقعے کا الزام مسلم علماء پر عائد کیا ہے۔,TRUE
389,"قائم مقام اٹارنی جنرل کا کہنا ہے کہ ڈبلیو ایس جے کے رپورٹر ڈینیئل پرل کے ملزم قاتل کے خلاف امریکہ میں مقدمہ چلایا جا سکتا ہے اگر پاکستانی عدالتیں اسے جیل میں رکھنے میں ناکام رہتی ہیں.  اگر پاکستانی ملزم کو قید میں رکھنے میں ناکام رہتے ہیں، تو امریکہ تیار ہے",TRUE
390,"امریکہ نے بدھ کو متنبہ کیا کہ وہ ایک پاکستانی شخص کو جس کو 2002 میں امریکی صحافی ڈینیئل پرل کے قتل میں سزا سنائی گئی تھی اور بعد میں بری کر دیا گیا تھا، کو پاکستان کی ایک صوبائی عدالت کی جانب سے رہائی کے حکم کے بعد انصاف سے بچنے کی اجازت نہیں دی جائے گی، ایسوسی ایٹڈ پریس",TRUE
391,پاکستانی عدالت نے احمد عمر سعید شیخ کے قتل کی سزا کو کالعدم قرار دے کر جیل سے رہا کرنے کے حکم کے بعد امریکہ ان پر مقدمہ چلانے کے لیے تیار ہے۔,TRUE
392,"ایران کے اعلیٰ انسداد دہشت گردی کمانڈر لیفٹیننٹ جنرل قاسم سلیمانی کے قتل کے تقریباً ایک سال بعد، پاکستان میں بہت سے لوگ فلسطینی کاز کے لیے ان کی خدمات پر انہیں خراج تحسین پیش کرتے ہیں۔",TRUE
393,10 سال قبل شروع ہونے والے ایزی پیسہ نے فوری شہرت حاصل کی کیونکہ اس نے پاکستانیوں کو بینکنگ کی روایتی پریشانیوں سے نجات دلائی۔ اس نے بینک کی شاخوں کے جسمانی دورے کیے اور طویل کاغذی کارروائی کی - ,TRUE
394,"کیوبیک میں کورونا وائرس کی تعداد 2,819 نئے کیسز، 62 اموات کے ساتھ سال کے اختتام تک پہنچ گئی۔ چین نے پہلی COVID-19 ویکسین کی منظوری دے دی۔ پاکستان سائنوفرم کوویڈ 19 ویکسین کی 1.1 ملین خوراک خریدے گا۔",TRUE
395,پاکستان کا کہنا ہے کہ ملک کے اندر اسرائیل مخالف جذبات اور فلسطین اور کشمیر کے تنازعات میں مماثلتیں تل ابیب حکومت کے ساتھ اسلام آباد کے تعلقات کو معمول پر لانے کے لیے متحدہ عرب امارات کی کوششوں کو مسترد کرنے کے لیے کافی بنیاد فراہم کرتی ہیں,TRUE
396,"سری نگر، بھارت - کشمیر میں بھارت کی پالیسیوں کی مخالفت کرنے والی سیاسی جماعتوں کے اتحاد نے بلدیاتی انتخابات میں اکثریت حاصل کر لی ہے",TRUE
397,"کشمیر میں بھارت نواز سیاسی جماعتوں کے اتحاد نے مقامی انتخابات میں اکثریتی نشستیں حاصل کی ہیں، نئی دہلی کی جانب سے متنازعہ علاقے کی نیم خودمختار حیثیت کو منسوخ کرنے اور گزشتہ سال براہ راست کنٹرول سنبھالنے کے بعد یہ پہلا واقعہ ہے",TRUE
398,"امریکی کمیشن برائے بین الاقوامی مذہبی آزادی (یو ایس سی آئی آر ایف) نے بھارت کو بھی سی پی سی میں شامل کرنے کی سفارش کی تھی، پاکستان ہندو اور عیسائی خواتین کو چین کو ""حرافتوں"" اور ""زبردستی دلہنوں"" کے طور پر فروخت کر رہا ہے",TRUE
399,"پارٹی نے دعوی کیا کہ یہ فیصلہ انتہا پسندوں ، علیحدگی پسندوں ، دہشت گردوں اور ان کے سرپرستوں کے چہرے پر لوگوں کی طرف سے ایک حیرت انگیز طمانچہ ہے",TRUE
400,انڈیا نیوز: نئی دہلی: پاکستان کورونا وائرس کی دوسری لہر کی لپیٹ میں ہے جس نے ملک کے پہلے سے ہی جدوجہد کرنے والے صحت کی دیکھ بھال کے نظام کو معذور کر دیا ہے,TRUE
401,"ارجنٹینا میانمار اور نائیجیریا کی پیروی کرنا چاہتا ہے، اور پاکستان کے JF-17 تھنڈر کو اپنی فضائیہ میں شامل کرنا چاہتا ہے۔ کیا پاکستان نے آخر کار لڑاکا جیٹ کوڈ کو توڑا ہے جو طویل عرصے سے دوسرے ترقی پذیر ممالک سے دور ہے؟ یہاں JF-17 تھنڈر کو ڈی کوڈ کیا گیا ہے",TRUE
402,"مصنف: گندھار ڈیسائی، NUS ستمبر میں وزیر اعظم نریندر مودی کی قیادت میں ہندوستانی حکومت نے زراعت کو آزاد کرنے کے مقصد سے تین بل منظور کیے تھے۔ قوانین زرعی پیداوار میں تجارت کو بے ضابطہ بناتے ہیں اور نجی سرمایہ کاری کو سہولت فراہم کرتے ہیں۔ ماہرین نے خیرمقدم کیا ہے",TRUE
403,"گوری اے جی کے مطابق، دہلی کے اندرا گاندھی بین الاقوامی ہوائی اڈے پر گزشتہ دو دنوں کے دوران 950 سے زیادہ مسافر لندن سے چار پروازوں میں پہنچے، اور ان میں سے 11 کا کوویڈ 19 کا ٹیسٹ مثبت آیا",TRUE
404,"کسانوں کے احتجاج کرنے والے یونینوں نے بدھ تک مرکزی حکومت کی تازہ گفتگو کے لئے پیش کش کے بارے میں فیصلہ موخر کردیا ، یہاں تک کہ منگل کے روز وزیر زراعت نریندر سنگھ تومر نے امید کا اظہار کیا کہ وہ جلد ہی نئی AG پر تعطل کو حل کرنے کے لئے مکالمے کا آغاز کریں گے",TRUE
405,دہلی کے وزیر صحت ستیندر جین نے زور دے کر کہا کہ شہر میں کورونا وائرس کی صورتحال مثبتیت کی شرح کے ساتھ قابو میں ہے جس کی وجہ سے ایک فیصد سے کم ہے۔,TRUE
406,دہلی کے وزیر صحت ستیندر جین نے کہا کہ جو لوگ برطانیہ سے یہاں پہنچے ہیں ان کا سختی سے پتہ لگایا جا رہا ہے,TRUE
407,بھارت کا پہلا ای ٹریکٹر ’سونالیکا ٹائیگر الیکٹرک‘ 5.99 لاکھ روپے میں لانچ کیا گیا,TRUE
408,"ہندوستان بھر میں اسکول دوبارہ کھل رہے ہیں لیکن والدین اپنے بچوں کو نہیں بھیج رہے ہیں۔ تین حصوں پر مشتمل سیریز کے حصہ 1 میں، ہم جائزہ لیتے ہیں کہ کس طرح کورونا وائرس کا خوف اور اسکولوں میں ماسک اور سماجی دوری کو یقینی بنانے کے لیے اعتماد کی کمی پوری ہو رہی ہے",TRUE
409,کانگریس کے سابق صدر راہل گاندھی جمعرات کو راشٹرپتی بھون تک احتجاجی مارچ کی قیادت کریں گے جہاں ان کے ساتھ کانگریس کے تمام اراکین پارلیمنٹ اور لیڈران صدر رام ناتھ کووند کو فارم قوانین کے خلاف دو کروڑ دستخطوں کے ساتھ میمورنڈم پیش کریں گے,TRUE
410,"پولیس کے ذریعہ گشت میں اضافہ ، سلاخوں اور پبوں کے اوقات میں اونچی چوکسی اور کربس ممبئی میں واپس آگئے ہیں کیونکہ کوویڈ -19 کے پھیلاؤ کی جانچ پڑتال کے لئے تازہ پابندیوں کا سامنا کرنا پڑا ہے۔",TRUE
411,"ہندوستان کی خودمختار حیثیت کے بعد سے ، اس خطے کے پہلے انتخابات میں مسلم اکثریتی کشمیر میں حکومت مخالف سیاسی اتحاد کو فتح حاصل ہوئی",TRUE
412,"فاروق عبد اللہ کا کہنا ہے کہ لوگوں نے 5 اگست ، 2019 کو حکمران بی جے پی کے ذریعہ کئے گئے اقدامات کو مسترد کردیا ہے",TRUE
413,"جموں و کشمیر کے پیپلز ڈیموکریٹک پارٹی کے صدر محبوبہ مفتی نے بدھ کے روز سنٹر پر """"ہتھیاروں سے متعلق"""" تحقیقات ایجنسیوں جیسے این آئی اے ، ای ڈی اور سی بی آئی کا """"سیاسی فوائد کے لئے"""" پر الزام لگایا۔",TRUE
414," کوویڈ -19 استثنیٰ کم از کم آٹھ ماہ تک جاری رہتا ہے ، ویکسین کی لمبی عمر کی امید ہے",TRUE
415,"مرکزی وزیر مملکت برائے خزانہ اور کارپوریٹ امور ، انوراگ ٹھاکر نے کہا کہ ہندوستان کو لاک ڈاؤن کی اچھی طرح سے منصوبہ بند کرنے کی بدولت ایک مضبوط معاشی بحالی ہوگی۔",TRUE
416,اس خطے میں یہ پہلا انتخاب ہے جب سے ہندوستانی حکومت نے کشمیر کو اپنی نیم خودمختار حیثیت سے چھین لیا۔ قانون سازوں کا کہنا ہے کہ پی اے جی ڈی کی جیت سے پتہ چلتا ہے کہ کشمیری لوگ اپنے خطے کی خصوصی حیثیت واپس چاہتے ہیں,TRUE
417,ٹی ایف آئی پوسٹ کے ایک سینئر ایڈیٹر کا کہنا ہے کہ ہندوستان پاکستان-اسرائیل معاہدے سے بہت فائدہ اٹھائے گا کیونکہ وہ کشمیر کے دعووں کو کمزور کردے گا۔,TRUE
418,"مرکزی وزیر روی شنکر پرساد نے آج کہا ، جموں و کشمیر نےدہشت گردوں ، انتہا پسندوں اور علیحدگی پسندوں پر حیرت انگیز طمانچہ پیش کیا ہے",TRUE
419,"پرساد نے نامہ نگاروں کو بتایا ،یہ ہندوستان ، جمہوریت ، امید ، ترقی اور جموں و کشمیر کے لوگوں کی فتح ہے۔ یہ وزیر اعظم نریندر مودی کی جموں و کشمیر کے لئے بڑی داستان کی فتح ہے",TRUE
420,کانگریس کے رہنما چدمبرم نے اپنی ہمت اور عزم کے لئے ڈی ڈی سی پول ووٹرز کی تعریف کی ہے۔ انہوں نے کہا کہ کانگریس اور گپکر الائنس دونوں بی جے پی کے ساتھ کھڑے ہیں۔,TRUE
421,ہندوستان میں ویسٹرن کے آئی فون فیکٹری میں حالیہ کارکنوں کے احتجاج سے مودی کے میک ان انڈیا کے عزائم کو حاصل کرنے کے لئے ملک کی تیاری پر شکوک و شبہات پیدا ہوئے ہیں۔,TRUE
