Sr. No.	News Items	Label
3723	"	???? ????? ?? ??? ???? ???? ?? ??? ???? ??? ???? ?? ??? ???? ????? ???? ?? ??? ??? ????? ????? ?? ??? ???????? ????? ????? ????? ??? ??? ?????? ??????? ?? ??? ?? ?? ??? ?? ???? ???? ??? ???? ???																																																			"	TRUE
3724	"	?? ??? ?? ??? ??? ?? ??? ????? ?????? ???? ??? ???? ????? ??? ?? ??? ???? ?? ????? ??? ?? ????? ?? ??? ??? ?? ???? ?? ?? ????? ????? ?? ??? ?? ??? ??? ??? ?? ?? ??? ??? ?? ?????? ???? ????? ???? ???																																																			"	TRUE
3725	"	????? ?? ???? ????? ??? ??? ????? ??? ????? ??? ?? ???? ???? ?????? ?? ????? ???? ??? ???? ??? ?? ????? ??? ??? ???? ??? ????? ??? ????? ???? ?? ??????? ??? ??????? ??? ??? ?? ???? ?? ??? ???																																																			"	TRUE
3726	"	???????? ????? ??? ?? ???? ?? ????? ???? ?? ????? ?? ????? ?? ????? ??? ???? ?? ??? ????? ?? ??? ?? ???????? ??? ?? ????? ??? ??? ?? ??? ???? ?? ???? ?? ?????? ???? ???? ??? ?? ???? ?? ?? ??? ?? ??? ?? ???? ??? ???? ???? ?? ????? ?? ?? ?? ??? ?? ?? ??? ????																																																			"	TRUE
3727	"	?? ?? ????? ?? ????? ????? ?? ???? ??? ?? ???? ?????? ?? ??? ?? ?? ?? ??? ??? ?? ??? ?? ??? ?????? ????? ???? ?? ??? ??? ????? ?? ?????? ???? ???? ???? ??? ?? ??? ?? ?? ??? ?? ??? ??? ?? ???? ???? ???: ???? ???? ?? ????																																																			"	TRUE
3728	"	??????? ??? ??? ?? ?? ??? ?? ????? ?? ????? ??? ?????? ???????? ???? ??? ??????? ??????? ??? ?????? ?????? ????? ??? ??? ?? ?? ????? ????? ????????? ?? ????? ??? ???? ????? ?? ????? ?????? ??? ????? ????? ????? ???																																																			"	TRUE
3729	"	??????? ??? ???? ????? ?? ????? ??????? ??? '???? ?????' ?????? ?? ??? ????? ?? ???? ???? ???? ?? ????? ?? ?? ??? ?? ???? ??? ??????? ??? ??? ???? ??????? ??? ???? ????? ?? ???? ?????																																																			"	TRUE
3730	"	?????? ????? ?? ???? ??? ????? ??????? ????? ?? ???????? ?? ???? ??? ??????? ?? ?????? ??? ???? ?? ?? ??? ??????? ??? ??? ????? ?? ?????? ?? ??? ??? ??? ?????? ???? ??? ????? ?? ??????? ?????? ?? ????? ??? ????? ?? ??? ???																																																			"	TRUE
3731	"	????? ??? ??? ????? ?? ??????? ?????? ?? ?? ????? ?? ??? ????? ??? ???? ????? ? ??? ??? ??? ??? ????? ?? ????? ?? ??????? ??? ??? ????																																																			"	TRUE
3732	"	?? ???????? ?? ????? ???? ???? ?? ?? ?? ?? ??????? ??? ??? ?? ??? ??? ?? ??? ????? ??? ?? ?? ?? ???????? ??? ?? ?? ?? ?????? ??? ??? ??? ????? ??? ????? ???? ????? ???? ???? ?????? ?? ?????? ?? ???? ???? ????																																																			"	TRUE
3733	"	????? ????? ?? ????? ???? ???? ???? ???? ?? ??? ?? ????? ??? ????? ?? ????? ?? ??? ?? ???? ??? ???? ??? ??? ????? ??? ???? ??? ??? ?? ?? ?????? ?? ?? ?? ?? ?? ???? ?? ????																																																			"	TRUE
3734	"	??????? ?? ????? ???? ????? ??? ?? ????? ????? ????? ??? ????? ??? ???? ??? ????? ????? ????? ?????? ??????? ????? ?????? ?? ???? ???? ????? ?? ?????? ???? ?? ????? ??? ???																																																			"	TRUE
3735	"	??????? ??? ??? ????? ?? ????? ?? ????? ???? ?? ??? ????? ????? ???? ??? ??????? ?? ??? ?? ???? ?? ?? ??? ??????? ?????? ??????? ??? ??? ???? ???? ????? 23 ?????? ?? ?????? ?? ?? ???? ??? ??? ????																																																			"	TRUE
3736	"	?????? ????? ?? ?????? ?? ????? ?? ??? ?? ??? ????? ????? ?? ?? ?? ???? ?? ????? ????? ????? ?? ????? ??? ???? ?? ?? ??? ??? ????? ?? ?????? ??????? ??? ??? ?? ????? ???? ????																																																			"	TRUE
3737	"	???? ????? ??? ????? ??? ?? ????? ????? ?? ??? ?? ??? ??? ?????? ??? ?????? ???? ???? ???? ?? ????? ?????? ?? ?????? ???? ?? ?? ?? ??? ???? ?? ????? ’????? ?? ?????? ???? ??? ??????? ??????? ????? ??? ????? ??? ???????‘ ???? ?? ??? ????																																																			"	TRUE
3738	"	?????? ?? ???? ????? ???? ??? ??? ???? ??? ?? ??????? ?? ??? ??? ??? ??? ?? ??? ????? ??? ??? ?? ?? ????? ?? ?? ?? ?? ???? ???? ????? ????? ?? ????? ??? ???? ??? ??????? ??? ??? ?????? ??? ??? ???? ????? ?? ????? ?? ????? ??? ???? ???																																																			"	TRUE
3739	"	????? ?? ????? ?? ?? ???? ????? ??? ??? ???? ?? ???? ???? ???????? ????? ?????? ????? ???? ?? ?? ????? ?? ??????? ?? ???? ????? ?? ??? ?????? ??? ??? ?? ?????? ??? ????? ??? ?? ??????? ????? ????? ???? ?? ??? ??? ??? ?? ??? ??????? ??? ???? ???? ??? ?????? ?? ???? ????? ???? ???? ??????? ?? ??? ???																																																			"	TRUE
3740	"	???? ?? ?????? ?????????? ????? ??? ????? ?? ??? ?? ????? ???? ???? ?????? ?? ???? ??? ????? ??? ???? ?? ???? ??? ???? ??? ???? ?? ????? ?? ????? ??????? ?? ???? ?????? ?? ??? ???? ?? ????? ??? ???? ???																																																			"	TRUE
3741	"	??? ?????? ?? ???? ??? ??? ??? ?? ??? ????? ?? ???? ???? ???? ??? ?? ??? ???????? ??? ?? ?? ??? ??????? ??????? ?? ??? ?? ???? ?????? ?? ??????? ?? ??? ??? ????? ??? ??? ??? ?? ??? ???? ?? ?? ???? ??? ????? ?????? ?? ?????																																																			"	TRUE
3742	"	???????? ????? ?? ?? ????? ??? ??? ??????? ????? ?? ?????? ??? ?? ???? ?? ???? ???? ??? ??? ?? 1975 ??? ???? ????? ?? ???? ?????? ????? ??? ??? ?????? ?? ?????? ???? ?? ??? ?? ?????? ?? ?????? ?? ???? ??? ????																																																			"	TRUE
3743	"	??????? ?? ???? ????? ??? ???? ???? ????? ?? ????? ????? ?????? ????? ????? ?? ????? ?????? ????? ???? ?? ???? ?????? ?? ???? ??? ?? ?? ?? ??? ????? ?? ???????? ???? ?? ????? ????? ???? ????? ????? ??? ?? ?? ?? ?? ?? ?? ??? ?? ??? ???? ????? ???? ?? ?? ?? ?? ???? ????? ??? ??? ???? ?? ???? ?????? ???? ?? ?? ?????																																																			"	TRUE
3744	"	??????? ?? ?? ?? ??? ??? ????? ?? ???? ??? ?? ???????? ?? ????? ?????? ?? ?????? ??? ??? ???? ???? ??? ??? ??? ????? ?? ??? ???? ??? ???? ???? ??? ?? ???????? ?? ??? ?? ?? ???????? ?? ???? ?????																																																			"	TRUE
3745	"	??????? ??? ????? ????? ???? ????? ?????? ??? ?? ???? ??? ???? ?? ??? ????? '????' ?? ?? ??? ?? ?????? ?????? ?? ?? ??????? ?? ’???? ?????? ?????‘ ???																																																			"	TRUE
3746	"	????? ????? ??? ????? ?????????? ????? ???? ?? ???????? ?? ??? ?????? ?? ??????? ?? ????? ?????? ?? ?????? ?? ????? ?? ??? ??? ???? ?? ???? ???????? ?? ???? ??? ???? ?? ????? ??? ???																																																			"	TRUE
3747	"	??? ?????? ?? ??????? ?? ???? ?? ??? ????? ?? ??? ????? ????? ?? ??? ?? ????? ?????? ????? (?) ?? ?????? ?? ????? ??? ?????? ?? ????? ???? ???? ?? ???? ?? ?? ???? ???? ???????? ?? ????? ?? ?? ????																																																			"	TRUE
3748	"	???? ????? ??? ?? ????? ?? ??? ?? ?? ??? ???? ??? ???? ???? ??? ???? ????? ???? ??? ??? ??? ???? ??? ??? ????? ??? ??? ??? ?? ?????? ??? ?? ???? ?? ?? ????? ??? ???? ??? ?? ????? ?? ???? ??? ?? ?????? ???? ???																																																			"	TRUE
3749	"	??? 1992 ??? ????? ??? ???? ???? ???? ’?????? ???? ????‘ ?? 90 ?? ????? ?? ?? ??? ?? ??? ??? ???? ?????? ????? ??? ????? ??? ?? ?? ???? ?? ??? ?? ??? ?? ????? ??? ??????? ????																																																			"	TRUE
3750	"	???????? ?? ?? ?? ??? ?????? ????? ????????? ?? ???????? ??? ???? ?????? ????? ??? ?????? ?? ?????? ???? ?? ????? ??? ????????? ??????? ?? ???? ???? ?????? ????? ????? ???? ???? ??????? ?? ????? ????? ?? ?????? ?? ????																																																			"	TRUE
3751	"	??? ????? ??? ?????? ?????? ????? ?? ??? ????? ??? ??? ?????? ?? ??? ????? ?? ???? ????? ?????? ?? ?????? ??? ??? ??? ?? ??? ???? ????? ??? ????? ????? ?? ??????? ??? ????????? ????? ?? ????? ??? ?? ?????? ?? ??? ??? ???? ???																																																			"	TRUE
3752	"	??? ????? ????? ?????? ????? ???? ?? ?? ??? ??? ???? ?? ?? ??? ???? ???? ?? ????? ??? ????? ?????? ?? ????? ???? ??? ???? ???? ?? ????? ???? ???? ???? ?? ??? ?????? ?????? ?????? ???????? ?????? ?????? ?????? ????? ?? ???? ?????? ?????? ???? ? ????? ?? ????? ???? ?? ???? ??? ??? ?? ??? ???? ???? ??? ??? ?? ?? ???? ??????? ?????? ? ????? ????? ? ???? ?????? ?? ????? ?? ????? ??? ????? ???? ???? ?? ???? ??? ?? ????																																																			"	TRUE
3753	"	???? ?? ????? ????? ???????? ?? ???? ?? ??? ??? ???? ?? ????? ????? ?????? ?? ???? ????? ???? ?? ????? ?? ?????? ?????? ???? ?? ???? ?? ?? ?? ?? ??? ?? ?? ????? ??? ?? ?? ????? ???? ?? ????																																																			"	TRUE
3754	"	?? ??? ’????? ????? ??????‘ ???? ???? ???? ??? ???? ??? ?? ????? ??? ?? ?? ??????? ????? ??? ?? ??? ?? ??? ??? ? ??? ?? ??? ????? ??? ???? ?? ????? ???? ??? ??? ?? ???? ??? ???? ??? ????? ????? ???? ???? ?? ?????																																																			"	TRUE
3755	"	???? ???????? ????? ?? ??????? ?? ????? ????? ??????? ?? ??? ???? ???? ???? ????? ??????????? ?????? (??? ??? ??) ?? ??????? ???????? ???? ?????? ????? ?? ??????? ???????? ??? ???? ??? ???? ???? ???? ????? ?? ?????? ???? ?? ????? ?? ??? ???																																																			"	TRUE
3756	"	????? ??? ????? ?? ???? ????? ?? ??? ??? ????? ??? ???? ??? ?? ????? ??? ???? ????? ??? ? ???? ??? ????? ???																																																			"	TRUE
3757	"	???? ???? ?? ???? ??? ?? ????? ??? ?????? ?? ????? ?? ?????? ????? ??? ???? ????? ????? ????? ????? ?? ????? ????? ??? ???? ????? ????? ??? ????? ?? ?????? ?? ???????? ??? ???? ????? ?? ??? ?? ??????? ??? ?????? ??? ????																																																			"	TRUE
3758	"	??????? ?? ???? ????? ?? ?????? ?? ??? ?? ??? ??? ????? ????? ??? ?? ?? ??? ???? ?????? ?? ??? ? ????? ?? ?????? ????? ?? ??? ??? ?? ??? ????? ??? ??????? ?? ???? ??? ’????? ??????‘ ???? ??? ???? ???? ???? ?? ???? ????? ????? ?? ???? ?? ?? ????? ?? ???????? ???? ??? ??? ???																																																			"	TRUE
3759	"	’??? ??????? ????? ?? ????? ??? ?????? ??? ?????? ???? ?? ?? ????? ??????? ???? ?? ??????? ?????? ?? ??? ???? ????? ?? ??? ????? ???????? ??? ?? ???? ?? ??? ???? ??? ?????? ??? ???? ????? ?? ?? ??? ?? ??? ??? ?? ???? ??? ?? ?? ???? ?? ??? ??? ???? ? ??? ????																																																			"	TRUE
3760	"	????? ?????? ??? ????? ?? ?? ???? ?????? ???? ??? ?? ???? ??? ??? ???? ?? ?? ????? ?? ??????? ??? ????? ?? ????? 1971 ?? ??? ??? ????? ????? ??? ??? ????																																																			"	TRUE
3761	"	??????? ??? ???? ???????? ?? ?????? ??? ??? ?????? ?????? ???? ???? ??????? ?? ??? ?? ????? ?? ?? 56 ???? ????? ??? ?? ?? ??????? ?????? ?? ????? ??? ??? ??? ?? ?? ?????? ???? ?? ??? ???????? ?? ?? ??? ??? ????? ??? ??????? ??? ??? ?? ????? ????																																																			"	TRUE
3762	"	????? ????? ??????? ?? 2020 ?? ?? ????? ??? ??????? ?? ??? ?? ??? ??? ??????? ?? ?????? ???? ??? ??? ?? ?? ??? ??? ????? ???? ?? ???? ?? ????? ????? ?? ??? ???? ???? ?? ??? ?? ??? ?? ???? ??? ??????? ?? ??? ?? ??? ???? ??? ??? ????? ??? ???‘																																																			"	TRUE
3763	"	????? ???? ???? ???? ?? ?? ?? ?? ?? ???? ?? ???? ??? ?? ???? ??? ?? ?? ?? ????? ??? ?????? ?? ????? ?????? ???? ???? ???? ??? ???? ??? ?? ???? ???? ?? ??? ?? ??? ???																																																			"	TRUE
3764	"	???? ?? ’?? ??‘ ??? ??? ?????? ????? ?? ???? ????? ???? ???? ’???? ???????‘ ?? ???? ??????? ?????? ?? ????? ?????? ??? ?? ?? ?? ????? ??? ????? ?? ????? ?? ???? ????? ??? ??? ?? ?????? ?? ????? ?? ????? ???? ?? ??? ?? ?????? ?????? ??? ????? ??? ???? ???? ???																																																			"	TRUE
3765	"	??????? ??? ?????? ????? ?? ???? ????? ??? ??? ?? ????? ?? ???? ?????? ???? ?? ??? ???? ?? ????? ?? ?????? ????????? ?? ????? ?? ??? ???? ??? ??? ???? ??? ???? ???? ??? ?? ????? ???? ??????? ???? ???? ????? ?????? ?????? ?? ?????? ??? ?????? ?? ??? ???? 																																																			"	TRUE
3766	"	?? ????? ?????? ???? ?? ????? ?????? ?? ?????? ????? ?? ???? ????? ???? ??? ?? ?? ??? ???? ????? ?? ???? ???? ??????? ???? ????? ?? ?????? ?? ???? ????? ??? ???? ??????? ??? ??? ?? ?? ??? ????? ????? ???? ????? ??? ???? ???? ????																																																			"	TRUE
3767	"	???? ?? ????? ???? ?? ???? ???? ???? ????? ???? ???? ??? ?? ?? ????? ?? ????? ?????? ?? ????? ???? ????? ?? ???? ???? ?????? ????? ?? ??? ?????? ?? ??? ????? ?? ??? ?? ?? ???? ???? ??? ??? ???? ????? ?? ????? ????? ???? ??? ????																																																			"	TRUE
3768	"	??????? ??? ?????? ?? ????? ?? ??? ??? ???? ????? ???? ??? ?? ??? ?? ???? ????? ??? ???? ???? ???? ????? ???? ?? ????? ???? ?? ??? ????? ?? ??? ???? ??? ???????? ?? ?????? ?? ????																																																			"	TRUE
3769	"	??? ???? ??? ????? ??? ?? ????? ????? ?? ?? ????????? ??? ????? ??? ???????? ???? ????? ????? ???? ????? ?? ?????? ???? ???? ?????? ?? ???? ?? ??? ???? ??? ?? ??? ?? ????? ??????? ?? ????? ???? ????? ??? ?? ???? ?? ???? ?? ?? ?? ????? ??? ?? ????? ?? ????? ???? ????? ???? ??? ????? ???? ?? ???? ????? ?? ???																																																			"	TRUE
3770	"	???????? ??? ?? ??? ???? ?????? ??? ??? ???? ????? ?? ???? ????? ???? ???? ???? ????? ??? ?????? ???? ??? ????? ??? ????? ????? ??? ?????? ???? ????? ???? ?? ?? ??? ?? ?? ???? ??? ??? ???? ?? ??? ?? ???? ????? ?? ???? ???? ???																																																			"	TRUE
3771	"	??? ?? ???? ???? ????? ?? ???? ?? ?????? ?? ???? ?? ????? ?? ??? ??????? ?? ????? ???? ????? ????? ? ????????? ?????? ???? ???? ?? ???? ????? ?????? ?? ???? ?? ??? ????? ???? ?? ??? ???? ???? ??? ?? ???? ?? ???? ??? ?? ???? ?? ??? ??? ?? ????? ?? ??? ???? ??????																																																			"	TRUE
3772	"	??????? ?? ?????? ????? ?? ????? ???? ???? ???? ??? ??? ??? ????? ???? ???? ???? ?? ????? ????? ???? ???? ?? ????? ?? ?????? ?? ??? ???? ??????? ?? ?????? ?? ???? ???? ?? ??? ????																																																			"	TRUE
3773	"	??????? ?? ????????? ????? ?? ??? ???? ???? ??? ??? ??? ??? ?? ??? ??? ????? ????? ?? ???? ??? ???? ???? ???? ?? ???? ????? ??? ??? ??? ?? ?? ??????? ?? ???? ?? ?????? ??? '????' ????																																																			"	TRUE
3774	"????? ??? ?? ?? ???????? ?? ?????? ???? ??? ?? ????? ??? ???? ??? ?? ?? ?? COVID-19 ?????? ?? ????? ??? ??? ??"	TRUE
3775	"???? ???? ???? ?????? ???? ????? ?????? ???? Pax Indo-Pacifica ?? ??? ???? ????"	TRUE
3776	??? ?? ?? ??????: ????? ?? ???? ??? ???? ?? ??????? ?? ????? ???? ?? ????? ??? ?? ???? ????	TRUE
3777	???????? ?? 59 ????? ?? ???? ????? ????? ?? ????? 250 ????????? ?? ????? ??? ???: ???? ???	TRUE
3778	??? ???? ?? ???? ????? ?? ????? 93 ??? ?? ??? ??? ?????? ?? ?????	TRUE
3779	???? ?????? ?????? 2020: ??? ??? ?? ??? ????? ???? ?? ??? ??? ??? ????	TRUE
3780	"?????? ???: ?? ?? ??? ?????? ?? ???? ?????? ???? ?????? ?? ????"	TRUE
3781	"???????? ????? ????: ?????? ?? ??? ???? ??? ??? ??? ???? ?? ?????? ???? ?????? ????? ???"	TRUE
3782	"?????: ?? ??? ?? ??? ???? ?? ???? ???? ????? ???? ????? ?? ??? ?????? ??? ???"	TRUE
3783	"CoVID-19: ???????? ?? ??? ?? ??? ????? ???? ????? 55,342 ?? ?? ??? ?????? ????? 72 ???? ?? ???? ???"	TRUE
3784	"?????? ????? ?? ??????? ???? ?? ??? ?? ????? '??????? ????' ?? ???"	TRUE
3785	???? ?????? ????????: ?? ?? ?? ?? ??? ?? ?? ?? ????????? ?? ???? ?????? ???? ?? ??? ?? ?????? ?? ???? ????	TRUE
3786	?? ??? ???? ?? ???????? ???? ???? ?? ????? ???? ???? ???	TRUE
3787	"???? ??? ????? 2020: 10??? ??? ?? ??? 1371 ?? ????? ??????? ?? ??? ?????? ?????? ?????? ?? ?????? ??? ?????"	TRUE
3788	????? ??? ???? ?? ????: ?????? ??? ?? ???? ?? ?????	TRUE
3789	"??? ???? ???? ?? ??????? ?? ???? ?? ???? ???? ???? ???? 44,095 ????"	TRUE
3790	????? ??? ????? ??? ??????? ?? ????????? ??????? ??? ??? ??? ????? ??? ???	TRUE
3791	"????? ??? 7 ????????? ????????? ?? ?????? ?? ?? ??? ???? ??: MEA"	TRUE
3792	"???? ???? ??? ???? ???? ?? ?? ?? ?? ?? ????? ????? ??? 44 ???????? ???? ?? ?????? ???? 7 ??? ???? ???"	TRUE
3793	???? ? ?????: ???? ???? ?? ?????? ???? ??? ??? ???? ??????? ????? ?? ???? ????? ??? ???? ????	TRUE
3794	"??? ????? ??? ??? ?? ??????? ??? ????? ??? ???? ???? ??? ?????? ????: ???? ??????"	TRUE
3795	????? ????: ??? ???? ??? ?? ??? ????? ?????? ??? ???? ?? ?????? ???? ?????? ?? ??????? ?? ??? ????	TRUE
3796	???? ???? ??? ???: ????? ??? ???? ???? ????? ??? ????? ?? ???? ??? ?? ?? ?? ????? ?? ????? ???	TRUE
3797	????? ???? ?? ????: ?? ??? ?? ?? ???????? ?? ?? ?? ?? 8 ????? ?? ??? ???? ???? ???? ???? ?? ????? ?? ???	TRUE
3798	"????? ??? ???? ?? ???? ????? ???? ???? ????? ?????"	TRUE
3799	???????? ??? ??? ?? ????? ??? ?????? ??? ?????? ??? ?? ??? ??? ???? ???	TRUE
3800	"?????? ???? ????? ???? ??? ?????? ?? ???? ???? ????? 10-12 ????? ?? ??????"	TRUE
3801	"???? ?? ????? ?? ??????? ???? ???? 5 ???? ???? ?? ???? ???? ??? ????? ??? ??? ??? ???? ??"	TRUE
3802	????? ??? ????? ??? ???? ??? ??? ??? ??????????? ?? ??? ?? ??? ????	TRUE
3803	??? ?????? ???????? ?? ?????? ?????? ?????? ?? ?????? ??? ???? ???? ???? ?? ??? ?? ????? ??? ???? ?? ??? ????? ?????	TRUE
3804	???? ????? ?? ????? ?? ???? ???? ?????? ?? ??? ???? ??? ???? ?? ???	TRUE
3805	"??? ??? ??? ????? ???? ??? ???? ?? ??????? ?? ?????? ????? ?? ????? ??? ?????? ?? ????? ???? ???"	TRUE
3806	"???? ?????? ?????? 2020: ?? ?? ?? ?? 30 ????? ???????? ?? ????? ???? ??? ?? ??? ???? ??? ?? ?? ??? ???????"	TRUE
3807	?????? ????? ?? ????? ???? ?? ?????? ?? ?? ????? ?????? ?? ???? ?? ?? ??? ?? ????? ???	TRUE
3808	"???? ? ?????: ??????? ?? ????? ??? ??? ???? ?? ???? ???? ??? ????????? ??? ?? ??? ??? ???? ????"	TRUE
3809	????????? ????? ?? ?? ??????? ??????: ??? ????? ?????? ??? ???? ??? ????? ???? ?? ??? ?? ?? ????	TRUE
3810	"????? ?????? ??? COVID-19 ?? ??????? ??? ????? ??? ??? ?????? ?? ??????? ??? 12 ?? 30 ?????? ?? 3 ????? ?? ????"	TRUE
3811	"??????? ???? ????? ??????? ??? ?????? ?? ???? ??? ??? ????? ?? 70 ???? ?? ????? ????"	TRUE
3812	"????????: ?? ??? ??? ???? ???? ??????? ????? ?????? ??? ????? ??? ?? ??? ??? ???? ????"	TRUE
3813	?? ?? ?? ?? 5 ??????? ??? ???? ???????? ?? ??? ????????? ?? ????? ???? ????	TRUE
3814	'???? ??? ???? ???? ?? ???? ????? ????? ??? ?? ??????': ??? ????? ?? ????? ????? ?? ?????? ??? ???????? ?? ???? ?????? ???	TRUE
3815	'?????' ?? ???? ???? ?? ????? ?? ???? ???? ?? ??????? ????? ???? ?? ????? ??????? ?? ???? ????	TRUE
3816	???????? ?????: ?? ??? ???? ?? ??????? ????? ?? ????? ????? ?? ???? ???? ????? ?? ??? 6 ?????	TRUE
3817	?????? ??????? ???? ??? ?????? ??? ?? ?? ??? ?? ?????? ?? ???? ??? ??? ?? ??? ?? ??????? ???????? ??	TRUE
3818	'????? ?? ?????? ?? ??? ???? ?????': ???? ?? ?????? ?? ?? ? ??? ?? ?????? ?????? ?? ????? ?? ??????? ?? ???? ????????? ???? ??	TRUE
3819	"????? ?? ????? ???? ???? ?? ????? ?? ???? ???? ???? ????? ???? ????? ?? ÔuradÕ? ÔturÕ ??? ??? ??"	TRUE
3820	???????? ?????: ?? ??? ???? 11 ?????? ?? ??????? ???? ?? ????? ????? ?? ???? ???? ???	TRUE
3821	????: ??????? ???? ?? ?? ????? ????? ?? ??? ???? ??? ???? ???	TRUE
3822	"?????? ???? ??? ??? ?? ?? ??? ?? ?????? ??? ??? ?? ??? ???"	TRUE
3823	???? ????? ?? ???? ?????? ????? ?? ??? ?? ?? ??: ????? ???? ????	TRUE
3824	"????? 5.0: ??? ????? ??? ????? 19 ?????? ?? ?????? ????? ??? ???? ????? ????? ? ?????"	TRUE
3825	???? ?????? ?????? 2020: ??????? ?? 30 ????? ???????? ?? ????? ???? ???	TRUE
3826	??? ???? ?????? ?? ???? ?????? ???? ?????? ????? ?? ???? ???? ??? ??? ?? ?????	TRUE
3827	"DU ????? 2020: ???? ????????? ?? ???? ?? ?? ??? ???? ??? @du.ac.in ??? ?????"	TRUE
3828	"??? ???????? ???????? ?????? ?? ????? ???? ?? ???? ??? ???? ???? ????? ???? 1989 ??? ?????? ?? ??? ??? ??"	TRUE
3829	???? ???? ?? ???? ???? ?? ????? ??: ???? ?????? ?? ?? ??? ?? ???? ?? ???	TRUE
3830	"?????? ?? 5 ??? ???? ???? ?? ??? ?? ???????? ????? ????? ??? ???? 10 ?????? ?? ???? ????? ?????"	TRUE
3831	?????? ????? ?? ????? ???????? ?? ??? ??????? ??? ????? ???? ???? ???? ????? ??? ????? ????? ?? ????? ?? ????? ???? ???	TRUE
3832	???? ?????? ??? ?? ?? ???? ?? ????? ????? ???? ??? ???? '?? ??? ??' ????? ?? ??? ???	TRUE
3833	??? ???? ?????? ?? ???? ?????? ?? ???? ??? ???? ?????? ????? ?? ???? ??? ?? ????? ???	TRUE
3834	"?????: ???????? ????? ????? ?? ???? ???????? 3 ????? ?? ??? ??? 10 ????? ?? ?????"	TRUE
3835	"?? ??? ?? ??????: ????? ???? ?????? ????? ???? ??????? ?? ?? ??? ????? ?? ??? ????"	TRUE
3836	???????? ??? ?? ???? ?? ???? ??? ??? ???? ???? ?? ????? ?? ??? ?? ????	TRUE
3837	"????????: ?? ?? ?? ?? ????? ?? ??????? ??? ?? ??? ?????? ????? ?? ????? ??? ?????-??????? ?? ??? ?? ???? ??????? ?? ???? ????? ?? ?????? ???? ??"	TRUE
3838	???? ??????? ?? ??? ???? ??????? ???? ?? ????? ????? ????? ?? ?????? ?? ?? ?? ????? ??????? ?? ??? ????	TRUE
3839	"??????? ???? ???? ???? ?? 30,000 ???? ???? ?? TRP ??????? ?? ???? ??? ???? ?? ????? ????? ?? '???? ?????? ???' ?? ????? ???"	TRUE
3840	"????? ?????: ?? ?? ?? ?? ???? ??? ????? ????? ?? ???? ??? ??? ??????? ???? ????? ???? ?? ?????? ????"	TRUE
3841	"???????? ?? ????? ??? ???? ?? ????? ?? ???? ?? ????? ?? ?? ??? ?? ???? ???? ??????"	TRUE
3842	??????: 10 ??????? ?? COVID-19 ???? ???? ?? ??? ????????????? ???? 15 ?????? ?? ???? ?? ??? ???	TRUE
3843	?? ??? ???? 11 ?????? ?? ???????? ????? ?? ??? ??????? ???? ?? ????? ????? ?? ???? ???? ???	TRUE
3844	"???? ???? ?? ?????? ?? ????? ????? ??? ????? ????? ?? ????? ?? ????? ???? ??? ??? ???"	TRUE
3845	"???? ?? ??? ???? ??? ???? ?? ???? ???? ??? ???? ?????? ?? ???? ???? ????? ??? ????"	TRUE
3846	"????? ??? 70,496 ??? ????? 964 ?????? ????? 69 ???? ?? ????? ?? ????"	TRUE
3847	????? ?????? ?? ???? ???? ?? ??? ????-??? ?? ?? ??? 15 ?????? ?? ????? ???? ???? ??? ???? ???	TRUE
3848	"?????? ??? ???? ??? COVID-19 ?? ???? ?????? 15,000 ?? ??? ???? ???: ?????"	TRUE
3849	?? ??? ?? ??????: ?? ?? ?? ????? ????? ?? ??? ???? ???	TRUE
3850	??? ???? ?????? ?? ??? ??? ???? ?? ???? ???? ??? ?? ?? ?????? ???	TRUE
3851	????? ???? ??? ???? ?????? ?? ?? ?????? ?? ??? ?? ??? ?????? ?? ????	TRUE
3852	"?????? ??????? ????? ??? ??????? ?? ??? ??????? ?? ????????? ?? ???? ??: ?? ??? ????"	TRUE
3853	"????? ???: ?? ?? ?? ?? '?????? ?? ????' ???? ???? ??????? ???? ?? ????? ????? ?? ???? ??? ???? ????? ?? ??????? ?? ????? ??"	TRUE
3854	"????? ?? ?? ?? ?? ??????? '???? ???' ??????? ???? ?? ????? ????? ?? ???? ??????? ????? ???? ?? ???? ?????"	TRUE
3855	"????? ????? ?? ?? ?? ?? ??? ???? ????? ?? ????? ?? ???? ??? ???? ?? ??????? ?????? ?? ?? ???? ????? ??"	TRUE
3856	"??? ????-????? ???? ???????? 17 ?????? ?? ????? ??: ???? ?? ??? ?? ????? ???? ?????? IRCTC ?? ???? ??? ?? ???????"	TRUE
3857	?????? ?? ???? ????? ?? ????? ?? ???? ????: ?????? ??????	TRUE
3858	????? ???? ???? ?? 2020: ????? ????? ?? ??? ?? ????? ?? ???? ????? ??? ???	TRUE
3859	88??? ??? ?????? ?? ??? ?? ??? ?? ???? ???????? ?? ?????? ???? ?? ?? ?? ??? ?? ???? ?? ?? ?? ??? ??? ???????? ?? ????? ?? ??? ???? ????	TRUE
3860	"?????? ?? ???? ??? ???????? ????? ??? ????? ??? ????? ??? ???? ?? ????? ?? ?????? ???? ?? ??? ?? ???? ??"	TRUE
3861	??? ???? ??? ????? 5.0 ????? ????: ????? ????? ?? ??????? ??????? ??? ????? ???????? ?? ??? ???? ??? ?? ??? ???? ???	TRUE
3862	"????? ?? ??????? ?? ?????? ???? ???? ???? ?? ?????? ?? ???? ??? ???????? ?? ??????"	TRUE
